0: [0.009916549477606921, 99.88704614073207, 1.009517186485845, 10.00308695339944, [1.0305724569384063, 1.824244233431078, 3.1937931265411175, 4.2988521428266315, 5.00691686408957, 5.720545093087136, 6.838958425598003, 7.6844021949828445, 8.929568462947504, 9.904229314938663, 11.228639403890533, 12.041654485695048, 13.256534943645491, 14.090422860763974]]
1: [0.010028433973402603, 99.71301832269336, 0.9826952416410782, 9.956186523216688, [1.0906620188153644, 1.0673436478173937, 3.1438088764169736, 4.113795181644153, 4.878628407934219, 4.785200342509737, 7.024090840590736, 6.916825200888063, 8.51130424095553, 9.619686393093325, 10.884799090937763, 11.99473329767164, 12.80483655194694, 13.526863916995167]]
2: [-0.006374785925473908, 99.52870005793245, 0.9669143240540075, 9.940084057832063, [1.6512304660184998, 1.7511579852106407, 3.6078295123097157, 4.482042123010935, 5.034344138084386, 5.166125754684619, 7.188417187454693, 6.711460899947381, 8.462844733828291, 9.981709742098229, 11.318357513041475, 11.374940482153436, 13.118278987687635, 13.42185393408308]]
3: [-0.015233317783229073, 99.17768582515129, 0.9461262579794131, 9.800223024730618, [1.8858997760330354, 1.024306304483893, 3.7237429700500684, 4.40579920192754, 3.8946604307871246, 5.034737997838203, 7.040261983764208, 6.986528373791201, 9.537494685887195, 10.169559010281775, 8.913984096927942, 10.062473751683235, 12.885804751051083, 12.646127405188487]]
4: [-0.018570200031871233, 99.08624613411376, 0.9550047328783435, 9.668105283820385, [1.5909360447730156, 1.6670395119218964, 5.189810290366036, 2.910973923846022, 4.731042892837549, 5.582137461464477, 7.064059532712806, 6.514277462762178, 9.190041920725696, 9.423199750423752, 8.890694526112698, 9.710270911116305, 13.15191777152855, 12.091393545844124]]
5: [-0.018813428095111644, 99.11780579228564, 0.9805656705490984, 9.721963705513405, [-1.0885582113095658, 3.079720219414641, 5.476303983785713, 1.5556944249761826, 5.86867680815197, 5.591913380925918, 6.1869319969240655, 5.797520047355926, 8.777130773066167, 11.047799223180977, 7.960920721756663, 9.745708242209506, 11.99281861045738, 12.177651233998425]]
6: [-0.010606487173798997, 98.96793294001253, 0.9732024988848923, 9.807955124422676, [-1.9205121898827449, 4.786662704582959, 7.23272231809882, 1.0051339281498257, 6.579844821534894, 4.884576889569108, 4.7845676595377755, 7.36252910712283, 9.005329913129117, 11.821568511658326, 7.586624783474062, 11.13265517318701, 11.985827924221894, 13.39497623692678]]
7: [0.0040229723812202365, 99.45010147925954, 0.9411850453888168, 9.829037026799066, [-2.1283210010025857, 4.4096604988913795, 7.39615209346684, 0.07118703072046703, 7.455867607827154, 4.599683858009486, 3.853875886375045, 8.311884071378397, 8.225321340943465, 11.048465075446927, 10.33112331408696, 10.990125705733115, 13.429592172218035, 12.965802625995638]]
8: [0.0732292045139949, 99.26114790134345, 0.8817117560053833, 10.262418788009567, [-2.292874715523449, 4.194460660741228, 9.231269721152064, 2.2015527816122065, 8.711028228911184, 1.0519582475762423, 5.803700431200607, 9.099173853725736, 9.312905682989989, 9.781128335386983, 11.068621468640943, 10.53713698668709, 10.688272019131519, 10.535309150435387]]
9: [0.06604519670708839, 98.92849110398802, 0.9281380332006757, 10.329038986895705, [0.45612808202199234, 3.9826438192465323, 9.252815815007528, 0.3439978568580901, 11.102476661345559, 0.024400268844076256, 5.069346826983907, 6.3378813860594025, 8.648037179266776, 10.312925098927282, 12.426228191457126, 11.869709968727589, 10.350562932244664, 7.7827195395822395]]
